game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code,game and play
1902_04_TeamML_TeamB,80,22,80,2316634,0,5,1902_04_TeamML_TeamB80
1902_04_TeamML_TeamB,116,34,116,3676534,1,6,1902_04_TeamML_TeamB116
1902_04_TeamML_TeamB,116,34,116,3677234,5,2,1902_04_TeamML_TeamB116
1902_04_TeamML_TeamB,116,34,116,3678634,0,5,1902_04_TeamML_TeamB116
1902_04_TeamML_TeamB,180,53,180,5769434,1,6,1902_04_TeamML_TeamB180
1902_04_TeamML_TeamB,180,53,180,5769984,3,2,1902_04_TeamML_TeamB180
1902_04_TeamML_TeamB,180,53,180,5769984,0,5,1902_04_TeamML_TeamB180
1902_04_TeamML_TeamB,216,64,216,7164084,1,6,1902_04_TeamML_TeamB216
1902_04_TeamML_TeamB,216,64,216,7164684,3,2,1902_04_TeamML_TeamB216
1902_04_TeamML_TeamB,216,64,216,7164734,0,5,1902_04_TeamML_TeamB216
1902_05_TeamML_TeamB,7,2,7,172729,1,6,1902_05_TeamML_TeamB7
1902_05_TeamML_TeamB,7,2,7,173329,3,2,1902_05_TeamML_TeamB7
1902_05_TeamML_TeamB,7,2,7,173529,0,5,1902_05_TeamML_TeamB7
1902_05_TeamML_TeamB,9,2,9,217729,1,6,1902_05_TeamML_TeamB9
1902_05_TeamML_TeamB,9,2,9,218329,3,2,1902_05_TeamML_TeamB9
1902_05_TeamML_TeamB,9,2,9,218879,0,5,1902_05_TeamML_TeamB9
1902_05_TeamML_TeamB,27,7,27,879879,1,6,1902_05_TeamML_TeamB27
1902_05_TeamML_TeamB,27,7,27,880429,255,16,1902_05_TeamML_TeamB27
1902_05_TeamML_TeamB,27,7,27,880479,3,2,1902_05_TeamML_TeamB27
1902_05_TeamML_TeamB,27,7,27,880829,0,5,1902_05_TeamML_TeamB27
1902_05_TeamML_TeamB,31,8,31,1003929,1,6,1902_05_TeamML_TeamB31
1902_05_TeamML_TeamB,31,8,31,1004779,5,2,1902_05_TeamML_TeamB31
1902_05_TeamML_TeamB,31,8,31,1005529,0,5,1902_05_TeamML_TeamB31
1902_05_TeamML_TeamB,35,8,35,1112429,1,6,1902_05_TeamML_TeamB35
1902_05_TeamML_TeamB,35,8,35,1113129,3,2,1902_05_TeamML_TeamB35
1902_05_TeamML_TeamB,35,8,35,1113329,0,5,1902_05_TeamML_TeamB35
1902_05_TeamML_TeamB,60,16,60,2034829,1,6,1902_05_TeamML_TeamB60
1902_05_TeamML_TeamB,60,16,60,2035429,3,2,1902_05_TeamML_TeamB60
1902_05_TeamML_TeamB,60,16,60,2035579,0,5,1902_05_TeamML_TeamB60
1902_05_TeamML_TeamB,61,NA,61,2056479,1,6,1902_05_TeamML_TeamB61
1902_05_TeamML_TeamB,61,NA,61,2057079,3,2,1902_05_TeamML_TeamB61
1902_05_TeamML_TeamB,61,NA,61,2057479,0,5,1902_05_TeamML_TeamB61
1902_05_TeamML_TeamB,97,25,97,10589979,1,6,1902_05_TeamML_TeamB97
1902_05_TeamML_TeamB,97,25,97,10590579,3,2,1902_05_TeamML_TeamB97
1902_05_TeamML_TeamB,97,25,97,10591029,0,5,1902_05_TeamML_TeamB97
1902_05_TeamML_TeamB,161,43,161,13044629,1,6,1902_05_TeamML_TeamB161
1902_05_TeamML_TeamB,161,43,161,13045229,3,2,1902_05_TeamML_TeamB161
1902_05_TeamML_TeamB,161,43,161,13045329,0,5,1902_05_TeamML_TeamB161
1902_05_TeamML_TeamB,165,43,165,13169929,1,6,1902_05_TeamML_TeamB165
1902_05_TeamML_TeamB,165,43,165,13170479,3,2,1902_05_TeamML_TeamB165
1902_05_TeamML_TeamB,165,43,165,13170579,0,5,1902_05_TeamML_TeamB165
1902_05_TeamML_TeamB,166,NA,166,13190029,1,6,1902_05_TeamML_TeamB166
1902_05_TeamML_TeamB,166,NA,166,13190629,3,2,1902_05_TeamML_TeamB166
1902_05_TeamML_TeamB,166,NA,166,13190879,0,5,1902_05_TeamML_TeamB166
1902_05_TeamML_TeamB,169,44,169,13282179,1,6,1902_05_TeamML_TeamB169
1902_05_TeamML_TeamB,169,44,169,13282729,0,5,1902_05_TeamML_TeamB169
1902_05_TeamML_TeamB,169,44,169,13282729,3,2,1902_05_TeamML_TeamB169
1902_05_TeamML_TeamB,239,NA,239,15691729,1,6,1902_05_TeamML_TeamB239
1902_05_TeamML_TeamB,239,NA,239,15692379,3,2,1902_05_TeamML_TeamB239
1902_05_TeamML_TeamB,239,NA,239,15692379,0,5,1902_05_TeamML_TeamB239
1902_05_TeamML_TeamB,240,NA,240,15717879,1,6,1902_05_TeamML_TeamB240
1902_05_TeamML_TeamB,240,NA,240,15718479,3,2,1902_05_TeamML_TeamB240
1902_05_TeamML_TeamB,240,NA,240,15718479,0,5,1902_05_TeamML_TeamB240
1902_05_TeamML_TeamB,262,69,262,16619479,1,6,1902_05_TeamML_TeamB262
1902_05_TeamML_TeamB,262,69,262,16620079,3,2,1902_05_TeamML_TeamB262
1902_05_TeamML_TeamB,262,69,262,16620079,0,5,1902_05_TeamML_TeamB262
1902_05_TeamML_TeamB,315,NA,317,18748429,1,6,1902_05_TeamML_TeamB315
1902_05_TeamML_TeamB,315,NA,317,18749229,3,2,1902_05_TeamML_TeamB315
1902_05_TeamML_TeamB,315,NA,317,18749279,0,5,1902_05_TeamML_TeamB315
1902_05_TeamML_TeamB,322,85,324,18943629,1,6,1902_05_TeamML_TeamB322
1902_05_TeamML_TeamB,322,85,324,18944429,3,2,1902_05_TeamML_TeamB322
1902_05_TeamML_TeamB,322,85,324,18944479,0,5,1902_05_TeamML_TeamB322
1902_06_TeamML_TeamB,140,38,141,4870574,1,6,1902_06_TeamML_TeamB140
1902_06_TeamML_TeamB,140,38,141,4871124,3,2,1902_06_TeamML_TeamB140
1902_06_TeamML_TeamB,140,38,141,4871324,0,5,1902_06_TeamML_TeamB140
1902_06_TeamML_TeamB,141,38,142,4894724,1,6,1902_06_TeamML_TeamB141
1902_06_TeamML_TeamB,141,38,142,4895224,3,2,1902_06_TeamML_TeamB141
1902_06_TeamML_TeamB,141,38,142,4895374,0,5,1902_06_TeamML_TeamB141
1902_06_TeamML_TeamB,164,45,165,5655724,1,6,1902_06_TeamML_TeamB164
1902_06_TeamML_TeamB,164,45,165,5656324,3,2,1902_06_TeamML_TeamB164
1902_06_TeamML_TeamB,164,45,165,5656524,0,5,1902_06_TeamML_TeamB164
1902_06_TeamML_TeamB,211,55,212,7365074,1,6,1902_06_TeamML_TeamB211
1902_06_TeamML_TeamB,211,55,212,7365674,3,2,1902_06_TeamML_TeamB211
1902_06_TeamML_TeamB,211,55,212,7365824,0,5,1902_06_TeamML_TeamB211
1902_06_TeamML_TeamB,214,NA,215,7456674,1,6,1902_06_TeamML_TeamB214
1902_06_TeamML_TeamB,214,NA,215,7457274,3,2,1902_06_TeamML_TeamB214
1902_06_TeamML_TeamB,214,NA,215,7458274,0,5,1902_06_TeamML_TeamB214
1902_06_TeamML_TeamB,215,NA,216,7477624,1,6,1902_06_TeamML_TeamB215
1902_06_TeamML_TeamB,215,NA,216,7478074,255,16,1902_06_TeamML_TeamB215
1902_06_TeamML_TeamB,215,NA,216,7478224,3,9,1902_06_TeamML_TeamB215
1902_06_TeamML_TeamB,215,NA,216,7483174,0,5,1902_06_TeamML_TeamB215
1902_07_TeamMJ_TeamB,10,4,10,325212,1,6,1902_07_TeamMJ_TeamB10
1902_07_TeamMJ_TeamB,10,4,10,325862,3,2,1902_07_TeamMJ_TeamB10
1902_07_TeamMJ_TeamB,10,4,10,326762,0,5,1902_07_TeamMJ_TeamB10
1902_07_TeamMJ_TeamB,25,9,25,837962,1,6,1902_07_TeamMJ_TeamB25
1902_07_TeamMJ_TeamB,25,9,25,838612,0,5,1902_07_TeamMJ_TeamB25
1902_07_TeamMJ_TeamB,25,9,25,838612,3,2,1902_07_TeamMJ_TeamB25
1902_07_TeamMJ_TeamB,101,29,101,3532852,1,6,1902_07_TeamMJ_TeamB101
1902_07_TeamMJ_TeamB,101,29,101,3533502,3,2,1902_07_TeamMJ_TeamB101
1902_07_TeamMJ_TeamB,101,29,101,3533502,0,5,1902_07_TeamMJ_TeamB101
1902_07_TeamMJ_TeamB,102,29,102,3553552,1,6,1902_07_TeamMJ_TeamB102
1902_07_TeamMJ_TeamB,102,29,102,3554202,3,2,1902_07_TeamMJ_TeamB102
1902_07_TeamMJ_TeamB,102,29,102,3554252,0,5,1902_07_TeamMJ_TeamB102
1902_07_TeamMJ_TeamB,132,36,132,4778552,1,6,1902_07_TeamMJ_TeamB132
1902_07_TeamMJ_TeamB,132,36,132,4779152,3,2,1902_07_TeamMJ_TeamB132
1902_07_TeamMJ_TeamB,132,36,132,4779152,0,5,1902_07_TeamMJ_TeamB132
1902_07_TeamMJ_TeamB,160,43,160,5777502,1,6,1902_07_TeamMJ_TeamB160
1902_07_TeamMJ_TeamB,160,43,160,5778202,4,2,1902_07_TeamMJ_TeamB160
1902_07_TeamMJ_TeamB,160,43,160,5778452,0,5,1902_07_TeamMJ_TeamB160
1902_07_TeamMJ_TeamB,249,66,250,9220652,1,6,1902_07_TeamMJ_TeamB249
1902_07_TeamMJ_TeamB,249,66,250,9221302,3,2,1902_07_TeamMJ_TeamB249
1902_07_TeamMJ_TeamB,249,66,250,9221402,0,5,1902_07_TeamMJ_TeamB249
1902_07_TeamMJ_TeamB,286,77,287,10786502,1,6,1902_07_TeamMJ_TeamB286
1902_07_TeamMJ_TeamB,286,77,287,10787102,3,2,1902_07_TeamMJ_TeamB286
1902_07_TeamMJ_TeamB,286,77,287,10787102,0,5,1902_07_TeamMJ_TeamB286
1902_08_TeamMJ_TeamB,45,12,45,1568044,1,6,1902_08_TeamMJ_TeamB45
1902_08_TeamMJ_TeamB,45,12,45,1568644,4,2,1902_08_TeamMJ_TeamB45
1902_08_TeamMJ_TeamB,45,12,45,1569044,0,5,1902_08_TeamMJ_TeamB45
1902_08_TeamMJ_TeamB,47,NA,47,1621394,1,6,1902_08_TeamMJ_TeamB47
1902_08_TeamMJ_TeamB,47,NA,47,1621994,4,9,1902_08_TeamMJ_TeamB47
1902_08_TeamMJ_TeamB,47,NA,47,1622244,255,16,1902_08_TeamMJ_TeamB47
1902_08_TeamMJ_TeamB,47,NA,47,1622794,255,16,1902_08_TeamMJ_TeamB47
1902_08_TeamMJ_TeamB,47,NA,47,1624794,6,2,1902_08_TeamMJ_TeamB47
1902_08_TeamMJ_TeamB,47,NA,47,1625744,6,3,1902_08_TeamMJ_TeamB47
1902_08_TeamMJ_TeamB,47,NA,47,1626944,4,2,1902_08_TeamMJ_TeamB47
1902_08_TeamMJ_TeamB,47,NA,47,1627144,0,5,1902_08_TeamMJ_TeamB47
1902_08_TeamMJ_TeamB,70,18,70,2438644,1,6,1902_08_TeamMJ_TeamB70
1902_08_TeamMJ_TeamB,70,18,70,2439244,3,2,1902_08_TeamMJ_TeamB70
1902_08_TeamMJ_TeamB,70,18,70,2439244,0,5,1902_08_TeamMJ_TeamB70
1902_08_TeamMJ_TeamB,74,20,74,2728044,1,6,1902_08_TeamMJ_TeamB74
1902_08_TeamMJ_TeamB,74,20,74,2728644,3,2,1902_08_TeamMJ_TeamB74
1902_08_TeamMJ_TeamB,74,20,74,2728644,0,5,1902_08_TeamMJ_TeamB74
1902_08_TeamMJ_TeamB,75,20,75,2751844,1,6,1902_08_TeamMJ_TeamB75
1902_08_TeamMJ_TeamB,75,20,75,2752444,3,2,1902_08_TeamMJ_TeamB75
1902_08_TeamMJ_TeamB,75,20,75,2752444,0,5,1902_08_TeamMJ_TeamB75
1902_08_TeamMJ_TeamB,79,21,79,2861944,1,6,1902_08_TeamMJ_TeamB79
1902_08_TeamMJ_TeamB,79,21,79,2862544,3,2,1902_08_TeamMJ_TeamB79
1902_08_TeamMJ_TeamB,79,21,79,2862544,0,5,1902_08_TeamMJ_TeamB79
1902_08_TeamMJ_TeamB,101,26,101,3708894,1,6,1902_08_TeamMJ_TeamB101
1902_08_TeamMJ_TeamB,101,26,101,3709544,0,5,1902_08_TeamMJ_TeamB101
1902_08_TeamMJ_TeamB,101,26,101,3709544,3,2,1902_08_TeamMJ_TeamB101
1902_08_TeamMJ_TeamB,132,33,132,4853444,1,6,1902_08_TeamMJ_TeamB132
1902_08_TeamMJ_TeamB,132,33,132,4854044,0,5,1902_08_TeamMJ_TeamB132
1902_08_TeamMJ_TeamB,132,33,132,4854044,3,2,1902_08_TeamMJ_TeamB132
1902_08_TeamMJ_TeamB,182,NA,182,7169894,1,6,1902_08_TeamMJ_TeamB182
1902_08_TeamMJ_TeamB,182,NA,182,7170494,3,2,1902_08_TeamMJ_TeamB182
1902_08_TeamMJ_TeamB,182,NA,182,7170494,0,5,1902_08_TeamMJ_TeamB182
1902_08_TeamMJ_TeamB,202,52,202,7852994,1,6,1902_08_TeamMJ_TeamB202
1902_08_TeamMJ_TeamB,202,52,202,7853594,3,2,1902_08_TeamMJ_TeamB202
1902_08_TeamMJ_TeamB,202,52,202,7853594,0,5,1902_08_TeamMJ_TeamB202
1902_08_TeamMJ_TeamB,272,70,272,10362444,1,6,1902_08_TeamMJ_TeamB272
1902_08_TeamMJ_TeamB,272,70,272,10362994,3,2,1902_08_TeamMJ_TeamB272
1902_08_TeamMJ_TeamB,272,70,272,10362994,0,5,1902_08_TeamMJ_TeamB272
1902_08_TeamMJ_TeamB,325,86,325,12586305,1,6,1902_08_TeamMJ_TeamB325
1902_08_TeamMJ_TeamB,325,86,325,12586955,0,5,1902_08_TeamMJ_TeamB325
1902_08_TeamMJ_TeamB,325,86,325,12586955,3,2,1902_08_TeamMJ_TeamB325
1902_08_TeamMJ_TeamB,332,NA,332,12780555,1,6,1902_08_TeamMJ_TeamB332
1902_08_TeamMJ_TeamB,332,NA,332,12781105,3,2,1902_08_TeamMJ_TeamB332
1902_08_TeamMJ_TeamB,332,NA,332,12781905,3,3,1902_08_TeamMJ_TeamB332
1902_08_TeamMJ_TeamB,332,NA,332,12782705,4,2,1902_08_TeamMJ_TeamB332
1902_08_TeamMJ_TeamB,332,NA,332,12784205,0,5,1902_08_TeamMJ_TeamB332
1902_08_TeamMJ_TeamB,342,89,342,13140955,1,6,1902_08_TeamMJ_TeamB342
1902_08_TeamMJ_TeamB,342,89,342,13141505,3,2,1902_08_TeamMJ_TeamB342
1902_08_TeamMJ_TeamB,342,89,342,13141505,0,5,1902_08_TeamMJ_TeamB342
1902_08_TeamMJ_TeamB,362,95,362,13815955,1,6,1902_08_TeamMJ_TeamB362
1902_08_TeamMJ_TeamB,362,95,362,13816505,3,2,1902_08_TeamMJ_TeamB362
1902_08_TeamMJ_TeamB,362,95,362,13816505,0,5,1902_08_TeamMJ_TeamB362
1902_08_TeamMJ_TeamB,368,98,368,14163305,1,6,1902_08_TeamMJ_TeamB368
1902_08_TeamMJ_TeamB,368,98,368,14164005,3,2,1902_08_TeamMJ_TeamB368
1902_08_TeamMJ_TeamB,368,98,368,14164005,0,5,1902_08_TeamMJ_TeamB368
1902_08_TeamMJ_TeamB,370,99,370,14276805,1,6,1902_08_TeamMJ_TeamB370
1902_08_TeamMJ_TeamB,370,99,370,14277505,3,2,1902_08_TeamMJ_TeamB370
1902_08_TeamMJ_TeamB,370,99,370,14277505,0,5,1902_08_TeamMJ_TeamB370
1902_08_TeamMJ_TeamB,371,99,371,14295755,1,6,1902_08_TeamMJ_TeamB371
1902_08_TeamMJ_TeamB,371,99,371,14296405,3,2,1902_08_TeamMJ_TeamB371
1902_08_TeamMJ_TeamB,371,99,371,14296405,0,5,1902_08_TeamMJ_TeamB371
1902_08_TeamMJ_TeamB,374,99,374,14358105,1,6,1902_08_TeamMJ_TeamB374
1902_08_TeamMJ_TeamB,374,99,374,14358755,0,5,1902_08_TeamMJ_TeamB374
1902_08_TeamMJ_TeamB,374,99,374,14358755,3,2,1902_08_TeamMJ_TeamB374
1902_08_TeamMJ_TeamB,378,100,378,14444855,1,6,1902_08_TeamMJ_TeamB378
1902_08_TeamMJ_TeamB,378,100,378,14445555,3,2,1902_08_TeamMJ_TeamB378
1902_08_TeamMJ_TeamB,378,100,378,14445555,0,5,1902_08_TeamMJ_TeamB378
1902_08_TeamMJ_TeamB,379,100,379,14464755,1,6,1902_08_TeamMJ_TeamB379
1902_08_TeamMJ_TeamB,379,100,379,14465455,3,2,1902_08_TeamMJ_TeamB379
1902_08_TeamMJ_TeamB,379,100,379,14465455,0,5,1902_08_TeamMJ_TeamB379
1902_09_TeamMJ_TeamB,40,13,40,1278855,1,6,1902_09_TeamMJ_TeamB40
1902_09_TeamMJ_TeamB,40,13,40,1279555,3,2,1902_09_TeamMJ_TeamB40
1902_09_TeamMJ_TeamB,40,13,40,1279905,0,5,1902_09_TeamMJ_TeamB40
1902_09_TeamMJ_TeamB,189,53,189,7164555,1,6,1902_09_TeamMJ_TeamB189
1902_09_TeamMJ_TeamB,189,53,189,7165255,3,2,1902_09_TeamMJ_TeamB189
1902_09_TeamMJ_TeamB,189,53,189,7165555,0,5,1902_09_TeamMJ_TeamB189
1902_09_TeamMJ_TeamB,199,56,199,7527205,1,6,1902_09_TeamMJ_TeamB199
1902_09_TeamMJ_TeamB,199,56,199,7527855,3,2,1902_09_TeamMJ_TeamB199
1902_09_TeamMJ_TeamB,199,56,199,7528205,0,5,1902_09_TeamMJ_TeamB199
1902_09_TeamMJ_TeamB,250,NA,250,9299655,1,6,1902_09_TeamMJ_TeamB250
1902_09_TeamMJ_TeamB,250,NA,250,9300405,3,2,1902_09_TeamMJ_TeamB250
1902_09_TeamMJ_TeamB,250,NA,250,9300555,0,5,1902_09_TeamMJ_TeamB250
1902_09_TeamMJ_TeamB,258,NA,258,9698105,1,6,1902_09_TeamMJ_TeamB258
1902_09_TeamMJ_TeamB,258,NA,258,9698755,3,2,1902_09_TeamMJ_TeamB258
1902_09_TeamMJ_TeamB,258,NA,258,9699105,0,5,1902_09_TeamMJ_TeamB258
1902_09_TeamMJ_TeamB,291,NA,291,10985655,1,6,1902_09_TeamMJ_TeamB291
1902_09_TeamMJ_TeamB,291,NA,291,10986255,3,2,1902_09_TeamMJ_TeamB291
1902_09_TeamMJ_TeamB,291,NA,291,10986705,0,5,1902_09_TeamMJ_TeamB291
1902_09_TeamMJ_TeamB,293,80,293,11021505,1,6,1902_09_TeamMJ_TeamB293
1902_09_TeamMJ_TeamB,293,80,293,11022105,3,2,1902_09_TeamMJ_TeamB293
1902_09_TeamMJ_TeamB,293,80,293,11022455,0,5,1902_09_TeamMJ_TeamB293
1902_09_TeamMJ_TeamB,295,80,295,11072305,1,6,1902_09_TeamMJ_TeamB295
1902_09_TeamMJ_TeamB,295,80,295,11072905,3,2,1902_09_TeamMJ_TeamB295
1902_09_TeamMJ_TeamB,295,80,295,11073255,0,5,1902_09_TeamMJ_TeamB295
1902_10_TeamMI_TeamA3,84,NA,84,2959531,1,6,1902_10_TeamMI_TeamA384
1902_10_TeamMI_TeamA3,84,NA,84,2960331,3,2,1902_10_TeamMI_TeamA384
1902_10_TeamMI_TeamA3,84,NA,84,2961281,0,5,1902_10_TeamMI_TeamA384
1902_10_TeamMI_TeamA3,87,NA,87,3045881,1,6,1902_10_TeamMI_TeamA387
1902_10_TeamMI_TeamA3,87,NA,87,3046731,3,2,1902_10_TeamMI_TeamA387
1902_10_TeamMI_TeamA3,87,NA,87,3046731,0,5,1902_10_TeamMI_TeamA387
1902_10_TeamMI_TeamA3,191,NA,191,6874281,1,6,1902_10_TeamMI_TeamA3191
1902_10_TeamMI_TeamA3,191,NA,191,6874931,4,2,1902_10_TeamMI_TeamA3191
1902_10_TeamMI_TeamA3,191,NA,191,6874931,0,5,1902_10_TeamMI_TeamA3191
1902_10_TeamMI_TeamA3,194,NA,194,6951131,1,6,1902_10_TeamMI_TeamA3194
1902_10_TeamMI_TeamA3,194,NA,194,6951831,4,2,1902_10_TeamMI_TeamA3194
1902_10_TeamMI_TeamA3,194,NA,194,6952031,0,5,1902_10_TeamMI_TeamA3194
1902_10_TeamMI_TeamA3,198,NA,198,7105931,1,6,1902_10_TeamMI_TeamA3198
1902_10_TeamMI_TeamA3,198,NA,198,7106531,3,2,1902_10_TeamMI_TeamA3198
1902_10_TeamMI_TeamA3,198,NA,198,7106681,0,5,1902_10_TeamMI_TeamA3198
1902_11_TeamMI_TeamA3,16,NA,16,486152,1,6,1902_11_TeamMI_TeamA316
1902_11_TeamMI_TeamA3,16,NA,16,486702,3,2,1902_11_TeamMI_TeamA316
1902_11_TeamMI_TeamA3,16,NA,16,486702,0,5,1902_11_TeamMI_TeamA316
1902_11_TeamMI_TeamA3,19,NA,19,574852,1,6,1902_11_TeamMI_TeamA319
1902_11_TeamMI_TeamA3,19,NA,19,575402,3,2,1902_11_TeamMI_TeamA319
1902_11_TeamMI_TeamA3,19,NA,19,575402,0,5,1902_11_TeamMI_TeamA319
1902_11_TeamMI_TeamA3,21,NA,21,625402,1,6,1902_11_TeamMI_TeamA321
1902_11_TeamMI_TeamA3,21,NA,21,625952,3,2,1902_11_TeamMI_TeamA321
1902_11_TeamMI_TeamA3,21,NA,21,625952,0,5,1902_11_TeamMI_TeamA321
1902_11_TeamMI_TeamA3,24,NA,24,716202,1,6,1902_11_TeamMI_TeamA324
1902_11_TeamMI_TeamA3,24,NA,24,716752,0,5,1902_11_TeamMI_TeamA324
1902_11_TeamMI_TeamA3,24,NA,24,716752,3,2,1902_11_TeamMI_TeamA324
1902_11_TeamMI_TeamA3,86,NA,86,2932152,1,6,1902_11_TeamMI_TeamA386
1902_11_TeamMI_TeamA3,86,NA,86,2932802,3,2,1902_11_TeamMI_TeamA386
1902_11_TeamMI_TeamA3,86,NA,86,2932802,0,5,1902_11_TeamMI_TeamA386
1902_11_TeamMI_TeamA3,88,NA,88,2978002,1,6,1902_11_TeamMI_TeamA388
1902_11_TeamMI_TeamA3,88,NA,88,2978652,3,2,1902_11_TeamMI_TeamA388
1902_11_TeamMI_TeamA3,88,NA,88,2978652,0,5,1902_11_TeamMI_TeamA388
1902_11_TeamMI_TeamA3,91,NA,91,3057702,1,6,1902_11_TeamMI_TeamA391
1902_11_TeamMI_TeamA3,91,NA,91,3058352,0,5,1902_11_TeamMI_TeamA391
1902_11_TeamMI_TeamA3,91,NA,91,3058352,3,2,1902_11_TeamMI_TeamA391
1902_11_TeamMI_TeamA3,156,NA,156,5156302,1,6,1902_11_TeamMI_TeamA3156
1902_11_TeamMI_TeamA3,156,NA,156,5156902,0,5,1902_11_TeamMI_TeamA3156
1902_11_TeamMI_TeamA3,156,NA,156,5156902,3,2,1902_11_TeamMI_TeamA3156
1902_12_TeamMI_TeamA3,12,NA,12,276754,1,6,1902_12_TeamMI_TeamA312
1902_12_TeamMI_TeamA3,12,NA,12,277354,3,2,1902_12_TeamMI_TeamA312
1902_12_TeamMI_TeamA3,12,NA,12,277454,0,5,1902_12_TeamMI_TeamA312
1902_12_TeamMI_TeamA3,47,NA,47,1547104,1,6,1902_12_TeamMI_TeamA347
1902_12_TeamMI_TeamA3,47,NA,47,1547754,3,2,1902_12_TeamMI_TeamA347
1902_12_TeamMI_TeamA3,47,NA,47,1547754,0,5,1902_12_TeamMI_TeamA347
1902_12_TeamMI_TeamA3,58,NA,58,1884454,1,6,1902_12_TeamMI_TeamA358
1902_12_TeamMI_TeamA3,58,NA,58,1885004,0,5,1902_12_TeamMI_TeamA358
1902_12_TeamMI_TeamA3,58,NA,58,1885004,3,2,1902_12_TeamMI_TeamA358
1902_12_TeamMI_TeamA3,60,NA,60,1922254,1,6,1902_12_TeamMI_TeamA360
1902_12_TeamMI_TeamA3,60,NA,60,1922804,3,2,1902_12_TeamMI_TeamA360
1902_12_TeamMI_TeamA3,60,NA,60,1922854,0,5,1902_12_TeamMI_TeamA360
1902_13_TeamMD_TeamA2,79,25,79,2854380,1,6,1902_13_TeamMD_TeamA279
1902_13_TeamMD_TeamA2,79,25,79,2854880,3,2,1902_13_TeamMD_TeamA279
1902_13_TeamMD_TeamA2,79,25,79,2855230,0,5,1902_13_TeamMD_TeamA279
1902_13_TeamMD_TeamA2,130,38,130,4649380,1,6,1902_13_TeamMD_TeamA2130
1902_13_TeamMD_TeamA2,130,38,130,4649930,3,2,1902_13_TeamMD_TeamA2130
1902_13_TeamMD_TeamA2,130,38,130,4650230,0,5,1902_13_TeamMD_TeamA2130
1902_13_TeamMD_TeamA2,292,77,292,10226730,1,6,1902_13_TeamMD_TeamA2292
1902_13_TeamMD_TeamA2,292,77,292,10227280,3,2,1902_13_TeamMD_TeamA2292
1902_13_TeamMD_TeamA2,292,77,292,10227480,0,5,1902_13_TeamMD_TeamA2292
1902_13_TeamMK_TeamB,6,2,6,142310,1,6,1902_13_TeamMK_TeamB6
1902_13_TeamMK_TeamB,6,2,6,142860,3,2,1902_13_TeamMK_TeamB6
1902_13_TeamMK_TeamB,6,2,6,143110,0,5,1902_13_TeamMK_TeamB6
1902_13_TeamMK_TeamB,43,14,43,1535510,1,6,1902_13_TeamMK_TeamB43
1902_13_TeamMK_TeamB,43,14,43,1536110,3,2,1902_13_TeamMK_TeamB43
1902_13_TeamMK_TeamB,43,14,43,1537310,0,5,1902_13_TeamMK_TeamB43
1902_13_TeamMK_TeamB,64,21,64,2341410,1,6,1902_13_TeamMK_TeamB64
1902_13_TeamMK_TeamB,64,21,64,2342010,0,5,1902_13_TeamMK_TeamB64
1902_13_TeamMK_TeamB,64,21,64,2342010,3,2,1902_13_TeamMK_TeamB64
1902_13_TeamMK_TeamB,83,NA,83,3081860,1,6,1902_13_TeamMK_TeamB83
1902_13_TeamMK_TeamB,83,NA,83,3082410,3,2,1902_13_TeamMK_TeamB83
1902_13_TeamMK_TeamB,83,NA,83,3082410,0,5,1902_13_TeamMK_TeamB83
1902_13_TeamMK_TeamB,120,36,120,4291610,1,6,1902_13_TeamMK_TeamB120
1902_13_TeamMK_TeamB,120,36,120,4292160,3,2,1902_13_TeamMK_TeamB120
1902_13_TeamMK_TeamB,120,36,120,4292160,0,5,1902_13_TeamMK_TeamB120
1902_13_TeamMK_TeamB,247,70,247,9272560,1,6,1902_13_TeamMK_TeamB247
1902_13_TeamMK_TeamB,247,70,247,9273060,3,2,1902_13_TeamMK_TeamB247
1902_13_TeamMK_TeamB,247,70,247,9273060,0,5,1902_13_TeamMK_TeamB247
1902_14_TeamMD_TeamA2,17,6,17,537197,1,6,1902_14_TeamMD_TeamA217
1902_14_TeamMD_TeamA2,17,6,17,537747,3,2,1902_14_TeamMD_TeamA217
1902_14_TeamMD_TeamA2,17,6,17,538747,0,5,1902_14_TeamMD_TeamA217
1902_14_TeamMD_TeamA2,53,17,53,1783726,1,6,1902_14_TeamMD_TeamA253
1902_14_TeamMD_TeamA2,53,17,53,1784326,3,2,1902_14_TeamMD_TeamA253
1902_14_TeamMD_TeamA2,53,17,53,1785326,0,5,1902_14_TeamMD_TeamA253
1902_14_TeamMD_TeamA2,131,41,131,4336176,1,6,1902_14_TeamMD_TeamA2131
1902_14_TeamMD_TeamA2,131,41,131,4336776,3,2,1902_14_TeamMD_TeamA2131
1902_14_TeamMD_TeamA2,131,41,131,4336776,0,5,1902_14_TeamMD_TeamA2131
1902_14_TeamMD_TeamA2,298,85,298,10244565,1,6,1902_14_TeamMD_TeamA2298
1902_14_TeamMD_TeamA2,298,85,298,10245065,0,5,1902_14_TeamMD_TeamA2298
1902_14_TeamMD_TeamA2,298,85,298,10245065,3,2,1902_14_TeamMD_TeamA2298
1902_14_TeamMD_TeamA2,301,85,301,10316265,1,6,1902_14_TeamMD_TeamA2301
1902_14_TeamMD_TeamA2,301,85,301,10316815,0,5,1902_14_TeamMD_TeamA2301
1902_14_TeamMD_TeamA2,301,85,301,10316815,3,2,1902_14_TeamMD_TeamA2301
