"...1","...2","game_str","play_id","timestamp","p_field_x","p_field_y","c_field_x","c_field_y","1b_field_x","1b_field_y","2b_field_x","2b_field_y","3b_field_x","3b_field_y","ss_field_x","ss_field_y","lf_field_x","lf_field_y","cf_field_x","cf_field_y","rf_field_x","rf_field_y","bat_field_x","bat_field_y","run1b_field_x","run1b_field_y","run2b_field_x","run2b_field_y","run3b_field_x","run3b_field_y","ball_position_x","ball_position_y","ball_position_z","at_bat.x","play_per_game","event_player","event_code","home_team","away_team","at_bat.y","inning","top_bottom_inning","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner","team_bat","team_fld","game_play","ball_pos_x_3","ball_pos_x_2","ball_pos_y_2","ball_pos_y_3","ball_pos_z_2","ball_pos_z_3","timestamp3","timestamp2","ball_distance_xy","ball_distance_delta","time_diff","exit_velo","launch_angle","spray_angle","to_base","""game_play""","binary","what_to_track","catch","ball_height","next_ball_position_x","next_ball_position_y","next_ball_position_z","fielder_col_name_x","fielder_col_name_y","current_fielder_pos_x","current_fielder_pos_y","current_fielding_pos_z","fielder_dist_from_ball","momentumx","momentumy","binary2"
5682,194827,"1901_09_TeamLK_TeamB",68,2642483,-3.8442,10.92,0.927,3.7815,19.1508,85.5624,17.3142,149.7834,-71.1372,80.9655,-37.5945,123.2307,-113.8632,267.1443,17.1354,258.0825,83.4465,287.5182,49.3698,34.3359,3.6615,127.5162,-62.43,62.7021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_09_TeamLK_TeamB 68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7397697037959,"game_play",0,"CF",NA,"fielder has it",NA,NA,NA,"cf_field_x","cf_field_y",17.1354,258.0825,6,NA,0.320999999999998,3.11340000000001,0
5839,200680,"1901_09_TeamLK_TeamB",268,9960176,10.4652,33.0417,1.1496,-2.3127,31.8051,81.8439,15.8745,134.55,-67.4757,97.7967,-25.2954,140.3991,-120.6246,265.5501,-24.807,265.1211,100.2492,266.8764,39.2871,28.4952,7.1427,126.4269,-60.0615,62.6109,-19.6578,17.1621,-27.6012,302.415,-0.8133,NA,269,"Ball event","ball bounce","TeamB","TeamLK",NA,9,"Top",1516,1041,1334,1650,2818,1748,2227,1450,1657,5933,6607,7830,0,"TeamLK","TeamB","1901_09_TeamLK_TeamB 268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8674437892977,"game_play",0,"LF",NA,"ground",-27.78369,303.063,-0.806289,"lf_field_x","lf_field_y",-120.6246,265.5501,6,100.061849870817,-1.6794,-1.90799999999996,0
6105,210847,"1901_11_TeamLJ_TeamB",19,463946,4.2693,47.0484,1.4514,2.2338,51.7905,74.3556,87.6336,168.8751,-66.3186,73.0032,-8.7567,139.7682,-120.4476,249.573,14.7021,307.5795,143.4198,224.9874,41.4546,33.7779,NA,NA,-62.8074,62.6955,NA,NA,144.4581,228.2058,-0.3036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_11_TeamLJ_TeamB 19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3061343242433,"game_play",0,"RF",NA,"ground",144.1071,228.0282,-0.3312,"rf_field_x","rf_field_y",143.4198,224.9874,6,3.3817400033119,1.29149999999998,1.25069999999999,0
6284,223859,"1901_12_TeamLJ_TeamB",110,3745493,49.0809,58.6986,5.94,2.3046,56.7486,113.4528,75.4821,144.4251,-65.55,76.9176,1.0221,128.7828,-125.4972,258.7839,11.244,314.3457,109.1904,209.4603,48.3063,50.5713,14.5437,115.5258,-61.3998,62.7267,NA,NA,48.3687,67.0527,0.0459546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_12_TeamLJ_TeamB 110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2451916950702,"game_play",0,"just ball",NA,"fielder has it",47.7777,63.6585,0.0514227,NA,NA,NA,NA,6,NA,NA,NA,0
6568,224741,"1901_12_TeamLJ_TeamB",128,4368843,1.641,41.595,-0.4548,-2.5605,37.8669,80.6058,3.2229,141.7407,-72.4062,94.7688,-43.6437,155.013,-124.4409,327.3879,-35.2137,315.1143,122.0145,218.2872,50.9151,46.8915,-12.0321,122.9097,-60.7821,62.0418,NA,NA,-117.2892,323.292,43.1466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_12_TeamLJ_TeamB 128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1377401974502,"game_play",0,"LF",NA,"air",-117.9864,325.182,40.6572,"lf_field_x","lf_field_y",-124.4409,327.3879,6,8.24155384014449,0.210599999999999,-2.74650000000003,0
6846,227277,"1901_12_TeamLJ_TeamB",194,6672641,4.3014,35.0751,-0.5982,4.1868,45.0162,77.3994,5.5605,140.5308,-68.3283,85.0176,-29.7222,131.8557,-128.2161,255.3633,8.6442,274.2717,93.612,282.7821,38.322,29.0802,NA,NA,-61.0665,62.7285,-11.4402,10.5192,9.53109,243.8952,-0.667431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_12_TeamLJ_TeamB 194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9470680267406,"game_play",0,"CF",NA,"ground",9.74316,245.3709,-0.669336,"cf_field_x","cf_field_y",8.6442,274.2717,6,30.3894443207193,-0.5334,2.91539999999998,0
7057,230748,"1901_13_TeamLL_TeamB",21,684075,4.6437,31.3428,0.1848,2.1333,44.8092,82.11,-35.8857,150.6927,-66.7815,70.8594,-73.1484,170.8767,-131.1441,328.6137,-89.9178,341.1537,99.846,246.1911,62.0634,65.8146,-35.379,118.5342,-61.7475,62.9757,NA,NA,-135.9639,342.549,-0.402429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_13_TeamLL_TeamB 21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.1522735946688,"game_play",0,"LF",NA,"ground",-135.699,342.501,-0.368892,"lf_field_x","lf_field_y",-131.1441,328.6137,6,14.745272399315,0.275700000000001,-2.48430000000002,0
7283,234331,"1901_13_TeamLL_TeamB",145,4605921,1.9551,25.8885,-1.1694,-0.2535,41.7147,60.4998,2.7951,127.7217,-30.696,61.4097,-79.3341,112.9107,-98.1624,199.9335,-59.5323,272.211,106.8558,244.3398,56.2536,50.5644,NA,NA,-62.2473,62.6286,NA,NA,-89.5035,188.4345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_13_TeamLL_TeamB 145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1477227962665,"game_play",0,"LF",NA,"ground",-90.354,189.0672,0,"lf_field_x","lf_field_y",-98.1624,199.9335,6,14.3945666905954,-1.4418,2.87129999999999,0
7469,234659,"1901_13_TeamLL_TeamB",148,4713321,-0.2694,33.5733,1.1502,-2.082,57.8445,92.9022,63.303,128.4744,-64.9413,69.2559,-5.2917,130.2132,-127.8369,243.2466,17.4993,299.9115,130.9989,210.6654,44.6748,35.5356,NA,NA,-62.3871,62.2932,NA,NA,123.0378,199.3764,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_13_TeamLL_TeamB 148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0167566911107,"game_play",0,"RF",NA,"ground",124.0149,201.0429,0,"rf_field_x","rf_field_y",130.9989,210.6654,6,13.8137842103458,0.52170000000001,2.5419,0
7789,260984,"1901_16_TeamLH_TeamA3",145,5011122,-0.4653,19.2963,-7.9992,6.6192,50.8737,82.5003,3.0066,130.6755,-37.947,93.0069,-61.8054,107.1627,-131.244,206.7648,-23.6217,296.061,111.4836,237.4377,49.7319,33.5796,NA,NA,-59.6268,62.9391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_16_TeamLH_TeamA3 145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2738658014499,"game_play",0,"LF",NA,"fielder has it",NA,NA,NA,"lf_field_x","lf_field_y",-131.244,206.7648,6,NA,-0.627600000000001,1.935,0
7982,263686,"1901_16_TeamLH_TeamA3",234,8154069,-1.2024,52.41,-0.6675,-8.0175,44.3346,82.1193,3.8046,133.5156,-62.0061,80.6553,-64.6635,193.0569,-85.6314,217.4022,-43.7391,288.8202,85.9812,237.6054,43.3746,29.6379,5.7225,122.7828,-60.1476,62.1402,NA,NA,-63.6222,184.9644,31.8072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_16_TeamLH_TeamA3 234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7064082752456,"game_play",0,"SS",NA,"air",-64.206,186.8496,29.64459,"ss_field_x","ss_field_y",-64.6635,193.0569,6,8.1592194442851,1.284,-2.8905,0
8306,269624,"1901_17_TeamLH_TeamA3",76,2265888,-12.8499,38.1234,-0.6906,-4.8588,30.9942,93.0228,15.9783,207.3216,-63.8019,83.6157,-8.5293,183.1734,-117.2451,238.0497,44.1048,380.0661,57.4596,361.773,30.6051,116.6823,NA,NA,-61.4187,62.3484,NA,NA,45.7443,393.405,4.14906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_17_TeamLH_TeamA3 76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2974779092734,"game_play",0,"CF",NA,"ground",45.7935,393.102,3.8967,"cf_field_x","cf_field_y",44.1048,380.0661,6,13.4392787552011,-0.737699999999997,-2.7276,0
8814,273004,"1901_17_TeamLH_TeamA3",168,5498235,4.0374,39.8388,-0.0891,-5.5455,27.195,119.6565,24.3396,187.9218,-71.6163,69.9177,-4.0965,143.9328,-105.3735,218.8617,65.7888,357.363,43.8933,327.969,51.2307,87.3882,-34.9848,108.3159,-60.246,62.328,NA,NA,40.6443,295.9899,12.10512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_17_TeamLH_TeamA3 168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7586235317738,"game_play",0,"just ball",NA,"fielder has it",39.1761,291.312,12.32097,NA,NA,NA,NA,6,NA,NA,NA,0
8996,275451,"1901_17_TeamLH_TeamA3",243,8321782,3.054,46.3389,1.0857,-1.9215,31.4244,62.2587,4.1343,129.6849,-70.0404,70.8798,-8.9052,148.8723,-83.0523,247.8216,-25.4442,254.2629,118.545,225.3255,49.9947,36.3825,NA,NA,-61.1166,62.1165,NA,NA,-25.7136,248.8305,-0.549147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_17_TeamLH_TeamA3 243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6248060641753,"game_play",0,"CF",NA,"ground",-25.93038,250.4607,-0.540606,"cf_field_x","cf_field_y",-25.4442,254.2629,6,5.4390758516498,0.272399999999998,2.87970000000001,0
9181,279328,"1901_18_TeamLH_TeamA3",21,624053,6.3789,30.1857,0.0702,-0.4464,41.9574,61.9137,-25.7529,155.94,-71.0205,78.7386,-29.5164,133.1019,-106.7079,244.2771,-3.375,261.069,107.0655,238.7901,41.7741,30.198,NA,NA,-62.814,62.3256,NA,NA,-5.17044,242.2521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_18_TeamLH_TeamA3 21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0705776103963,"game_play",0,"CF",NA,"ground",-5.16318,244.2405,0,"cf_field_x","cf_field_y",-3.375,261.069,6,18.9023630904604,0.6459,3.2439,0
9353,283531,"1901_18_TeamLH_TeamA3",127,4192299,-3.0225,28.9506,-0.1074,-3.1185,58.5141,76.3476,70.8555,152.6802,-56.1042,100.5213,-5.9817,138.348,-101.0067,248.2833,13.2687,307.9884,113.3682,209.0772,36.9126,27.8619,NA,NA,-61.3218,62.4204,NA,NA,84.6096,158.4432,-0.582912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_18_TeamLH_TeamA3 127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7634380547278,"game_play",0,"2B",NA,"ground",84.9708,158.7231,-0.592557,"2b_field_x","2b_field_y",70.8555,152.6802,6,14.9126602526176,-0.712500000000006,-0.877200000000016,0
9558,283908,"1901_18_TeamLH_TeamA3",132,4343449,-9.2808,16.9062,-3.0495,-0.27,27.8724,65.634,4.3971,130.437,-67.845,71.8164,-18.864,146.2626,-79.3758,259.2606,-24.9414,257.7711,97.8987,230.1114,59.262,51.4899,-21.7143,124.8861,-61.1688,62.0517,NA,NA,-24.90657,248.3808,-0.664296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_18_TeamLH_TeamA3 132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1018612622191,"game_play",0,"CF",NA,"ground",-25.12104,249.9297,-0.731805,"cf_field_x","cf_field_y",-24.9414,257.7711,6,9.39036459456713,0.540600000000001,2.94209999999998,0
9743,286276,"1901_18_TeamLH_TeamA3",211,6981497,-5.7114,39.15,0.078,-2.3898,55.6962,61.0836,8.2254,138.3963,-61.9239,107.8608,-81.4707,120.6618,-82.4676,197.37,-23.9316,295.7469,104.9295,233.64,53.3301,50.4201,NA,NA,-62.9472,62.8569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901_18_TeamLH_TeamA3 211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.866973562088,"game_play",0,"LF",NA,"fielder has it",NA,NA,NA,"lf_field_x","lf_field_y",-82.4676,197.37,6,NA,-2.0073,1.983,0
9979,292195,"1902_01_TeamMG_TeamA3",75,2253743,8.4696,23.5224,2.3667,0.8169,69.4389,69.8496,89.3832,160.8276,-29.4681,59.8842,-0.2325,136.6326,-89.6481,209.5971,-24.1566,295.4454,116.484,257.5833,57.1722,39.1575,NA,NA,-61.9554,62.8572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_01_TeamMG_TeamA3 75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5444099356656,"game_play",0,"LF",NA,"fielder has it",NA,NA,NA,"lf_field_x","lf_field_y",-89.6481,209.5971,6,NA,-1.3233,0.89009999999999,0
10202,293978,"1902_01_TeamMG_TeamA3",133,4127643,6.6078,42.9864,-0.201,3.6921,33.4683,67.7715,21.2241,119.4504,-70.3557,70.4037,-9.954,145.5105,-85.4655,249.0228,-31.4694,262.5483,111.4014,249.8838,49.5672,36.5331,8.13,123.1863,-60.4239,62.0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_01_TeamMG_TeamA3 133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6805813866575,"game_play",0,"CF",NA,"fielder has it",NA,NA,NA,"cf_field_x","cf_field_y",-31.4694,262.5483,6,NA,0.116399999999999,1.76640000000003,0
10365,294200,"1902_01_TeamMG_TeamA3",135,4209543,0.1017,49.4742,-0.9486,-4.2327,43.0476,78.4083,10.1373,106.7556,-64.0821,52.9389,-64.8096,117.069,-181.6527,217.9377,-17.0913,284.5032,127.5393,221.7402,54.5781,44.5506,NA,NA,-61.1058,62.0556,-5.2929,5.94,-182.5704,191.718,-0.724182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_01_TeamMG_TeamA3 135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2807485061573,"game_play",0,"LF",NA,"ground",-183.7668,192.7143,-0.715254,"lf_field_x","lf_field_y",-181.6527,217.9377,6,26.2357550182952,3.345,-0.398400000000009,0
10615,296073,"1902_01_TeamMG_TeamA3",184,5826593,-7.0179,44.5749,-0.4113,-6.1962,47.7402,71.9331,12.1497,146.9901,-79.9281,79.9161,-61.3611,134.3484,-173.9886,224.6682,-14.4459,289.2237,126.7083,214.8939,50.7984,39.9021,NA,NA,-61.0062,62.6748,NA,NA,-202.8015,196.7895,-0.380652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_01_TeamMG_TeamA3 184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1226343803606,"game_play",0,"LF",NA,"ground",-204.5811,198.2685,-0.365457,"lf_field_x","lf_field_y",-173.9886,224.6682,6,40.0924571471992,3.1551,0.922499999999985,0
10857,302870,"1902_02_TeamMG_TeamA3",114,3886919,-1.0536,51.3252,0.3501,-5.5368,59.3364,71.0607,14.1087,140.8401,-84.243,72.8856,-68.3637,138.1308,-149.8296,233.2488,-9.4011,301.7481,112.8657,216.3048,30.7494,21.0288,9.4524,123.552,-60.8328,62.9739,-31.7178,26.7051,-160.9497,167.739,-0.951339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_02_TeamMG_TeamA3 114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9309250797679,"game_play",0,"LF",NA,"ground",-162.771,169.3779,-0.963681,"lf_field_x","lf_field_y",-149.8296,233.2488,6,66.4469000033109,3.13890000000001,1.21470000000002,1
11147,303721,"1902_02_TeamMG_TeamA3",140,4961669,6.8532,29.6061,-0.9099,1.2654,55.3509,87.5628,9.7131,133.0692,-42.7596,64.4106,-65.0283,118.3215,-97.4703,238.1073,-7.5486,312.069,121.4934,238.1268,38.6976,28.9137,20.5566,113.9553,-59.2818,62.1423,NA,NA,-95.9727,234.9738,-0.0567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_02_TeamMG_TeamA3 140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8626622833522,"game_play",0,"LF",NA,"ground",-96.6924,236.3703,0,"lf_field_x","lf_field_y",-97.4703,238.1073,6,3.47298546066637,-1.0356,2.1294,0
11304,304110,"1902_02_TeamMG_TeamA3",159,5467819,9.7128,33.6687,1.2165,2.9787,54.6393,58.7463,1.2549,130.9461,-42.4872,61.8384,-82.1946,111.3609,-98.1468,204.1449,-12.4095,309.1353,123.8172,223.7532,46.5801,32.8755,6.3633,123.7647,-60.1899,62.6925,-12.8172,11.8023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_02_TeamMG_TeamA3 159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3088708100398,"game_play",0,"LF",NA,"fielder has it",NA,NA,NA,"lf_field_x","lf_field_y",-98.1468,204.1449,6,NA,-1.209,1.87350000000001,0
11471,307217,"1902_02_TeamMG_TeamA3",266,9044169,3.1212,51.1233,-0.321,-4.5468,67.4715,82.0974,78.4431,144.8097,-62.0847,81.8232,-13.5159,132.7314,-95.6571,235.9803,32.8338,275.8464,199.434,219.8469,57.7053,56.2926,-13.9194,125.3163,-60.3021,62.1738,NA,NA,214.2921,225.5268,-1.262919,61,266,"Ball event","ball bounce","TeamA3","TeamMG",61,6,"Top",1071,2006,2240,1628,1119,2190,2044,2141,1684,4075,0,0,3036,"TeamMG","TeamA3","1902_02_TeamMG_TeamA3 266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.54535328994653,"game_play",0,"RF",NA,"ground",215.3328,227.418,-0.566052,"rf_field_x","rf_field_y",199.434,219.8469,6,15.9067406975785,-4.01159999999999,-1.4091,0
11716,316209,"1902_03_TeamMG_TeamA3",160,5279096,2.6448,38.8776,NA,NA,34.9818,64.8009,41.8251,125.9244,-60.069,81.0648,40.815,164.9109,-108.0882,259.4406,16.0722,264.0462,103.5828,260.2905,47.8854,39.8328,NA,NA,-62.2785,62.0823,NA,NA,15.2136,264.7809,-1.085061,43,160,"CF","ball acquired","TeamA3","TeamMG",43,5,"Bottom",4365,3906,8917,8988,8033,9941,3036,5633,7652,2071,2240,0,0,"TeamA3","TeamMG","1902_03_TeamMG_TeamA3 160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6617116064787,"game_play",0,"CF",NA,"fielder has it",NA,NA,NA,"cf_field_x","cf_field_y",16.0722,264.0462,6,1.13003453487049,0.054000000000002,1.18259999999998,0
11884,318178,"1902_03_TeamMG_TeamA3",207,7374896,-11.6175,42.8817,0.9366,1.3554,52.4391,65.6346,5.2917,149.4021,-84.1455,73.1418,-71.5632,130.0587,-154.9833,234.2346,-17.7063,295.899,130.8648,246.1677,54.4338,46.245,NA,NA,-60.7716,62.4849,-18.5658,17.5113,-221.8521,211.5747,-1.517217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_03_TeamMG_TeamA3 207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8178055957649,"game_play",0,"LF",NA,"ground",-221.1441,211.161,-1.197462,"lf_field_x","lf_field_y",-154.9833,234.2346,6,70.6038772409136,2.79090000000002,1.4907,0
12086,320303,"1902_03_TeamMG_TeamA3",264,9511846,3.5493,38.6946,0.0015,2.1006,39.2472,78.4161,1.176,190.2714,-66.5997,61.7508,-12.2349,197.9034,-43.4466,257.0127,-5.9607,246.8748,90.3228,250.6299,47.8251,40.0584,-2.9052,125.0559,-61.0788,62.9163,NA,NA,-10.98981,211.833,1.840743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_03_TeamMG_TeamA3 264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5062647513253,"game_play",0,"CF",NA,"ground",-11.01678,212.583,1.539834,"cf_field_x","cf_field_y",-5.9607,246.8748,6,35.4008431344806,1.2135,3.19650000000001,0
12354,324925,"1902_04_TeamML_TeamB",91,2680384,-8.3862,34.0077,2.0862,4.875,49.0032,65.1177,22.3278,137.3508,-63.2706,90.2574,-5.0349,131.2977,-124.3317,241.4847,22.1784,305.0316,159.9924,187.9149,54.2319,36.8787,1.0695,125.235,-61.3902,62.823,-12.4542,10.5201,157.0506,181.1067,-0.6192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_04_TeamML_TeamB 91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5536184792488,"game_play",0,"RF",NA,"ground",157.8804,181.6698,-0.6243,"rf_field_x","rf_field_y",159.9924,187.9149,6,7.41658779223977,0.695400000000006,3.2715,0
12755,332522,"1902_04_TeamML_TeamB",279,9284134,6.8598,28.116,-2.2188,4.5903,53.3019,89.1834,11.2005,134.5281,-41.226,67.893,-65.0073,99.1278,-128.97,217.8042,-44.4933,301.1331,120.2319,245.3919,36.123,28.8528,13.9314,119.4339,-60.3153,62.9331,NA,NA,-122.8164,207.819,0.474684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_04_TeamML_TeamB 279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.455775183973,"game_play",0,"LF",NA,"ground",-123.8172,208.4325,0.2907603,"lf_field_x","lf_field_y",-128.97,217.8042,6,11.7290669705651,-1.2627,1.9161,0
12934,337619,"1902_05_TeamML_TeamB",104,10838479,3.5064,60.645,-0.1971,3.3093,61.9584,65.5719,2.0259,128.6715,-66.99,69.489,-9.4233,144.4665,-139.137,236.0103,-5.8509,277.2045,107.4735,247.9488,52.7415,53.2065,4.0119,122.7186,-64.4097,62.6418,NA,NA,62.5383,70.3899,-0.460935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_05_TeamML_TeamB 104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1827171056889,"game_play",0,"just ball",NA,"fielder has it",65.3946,67.6497,-1.522668,NA,NA,NA,NA,6,NA,NA,NA,0
13119,340151,"1902_05_TeamML_TeamB",186,13902329,-33,49.3209,0.9984,-3.4233,57.7428,83.6637,55.2747,179.1414,-61.5057,86.6826,-4.9539,136.0758,-119.0766,251.1396,83.2599,335.7147,118.497,307.1931,54.2433,43.8699,-1.3524,124.6095,-60.6612,62.6079,NA,NA,122.1609,316.485,-0.505485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_05_TeamML_TeamB 186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0390237629981,"game_play",0,"RF",NA,"ground",122.4303,317.655,-0.501333,"rf_field_x","rf_field_y",118.497,307.1931,6,9.98817144526464,0.158100000000005,-1.9092,0
